,metricType,symbol,metric.currentEv/freeCashFlowAnnual,metric.currentEv/freeCashFlowTTM,metric.currentRatioAnnual,metric.currentRatioQuarterly,metric.freeCashFlowAnnual,metric.freeCashFlowTTM,metric.longTermDebt/equityAnnual,metric.longTermDebt/equityQuarterly,metric.netInterestCoverageAnnual,metric.netInterestCoverageTTM,metric.payoutRatioAnnual,metric.payoutRatioTTM,metric.quickRatioAnnual,metric.quickRatioQuarterly,metric.totalDebt/totalEquityAnnual,metric.totalDebt/totalEquityQuarterly
4595,financialStrength,0308.HK,,5.71128,2.37563,2.37563,,,1.52186,1.52186,,,42.93295,42.30896,1.58359,1.58359,2.21373,2.21373
4596,financialStrength,0295.HK,,57.66734,1.68305,1.68305,,,162.0677,162.0677,0.7268,0.72832,,,1.68277,1.68277,187.9739,187.9739
4597,financialStrength,0294.HK,,294.2973,4.71168,3.50265,5.728,21.618,0,1.42342,,3.22107,112.4558,1308.544,4.04875,2.89871,0,1.82226
4598,financialStrength,0285.HK,,39.82345,1.64269,1.64269,,,,,,65.72126,,0,,,,
4599,financialStrength,0273.HK,-1.22002,-4.4163,1.61728,1.80432,-126.38,-931.349,2.88972,3.07542,,-5.09915,33.14811,0,1.53965,1.80432,9.76942,7.11852
4600,financialStrength,0271.HK,,,6.99116,6.99116,,,,,,,53.48084,0,,,,
4601,financialStrength,0247.HK,11.62198,11.57092,2.92544,2.45951,14167.07,19690.43,8.2951,7.16297,,,27.3779,28.87144,1.84164,1.53164,8.43669,7.36481
4602,financialStrength,0244.HK,,,1.05103,0.83009,-96.747,12.138,3.73809,401.1294,-25.1192,-4.05495,,,0.82329,0.57788,676.8918,1004.166
4603,financialStrength,0202.HK,,,1.28267,1.00567,122.189,250.533,0.22571,0.33034,-0.32941,-0.97796,,,1.27479,0.9951,35.10088,23.64586
4604,financialStrength,0137.HK,23.11239,23.11239,1.26601,1.26601,-416.873,-416.873,44.84699,44.84699,,,,,1.25023,1.25023,97.74218,97.74218
4605,financialStrength,0131.HK,3.71113,3.22063,1.16554,1.17009,115.7,427.851,0.15226,0.19524,,,23.25646,25.38201,0.36719,0.46659,17.68103,18.89639
4606,financialStrength,0123.HK,,29.8643,1.7308,1.7308,,,158.2558,158.2558,,,40.51744,20.88986,0.43209,0.43209,176.065,176.065
4607,financialStrength,0086.HK,,15.84846,2.75818,2.75818,,,51.78273,51.78273,,,24.92794,11.52407,,,84.68234,84.68234
4608,financialStrength,0081.HK,,18.27788,1.4174,1.4174,,,98.01688,98.01688,,,23.43016,5.33671,0.46329,0.46329,157.7143,157.7143
4609,financialStrength,0028.HK,,13.97407,1.56424,1.56424,,,16.02855,16.02855,,,22.29884,0,1.00849,1.00849,21.9607,21.9607
4610,financialStrength,0021.HK,14.45417,17.71127,0.72942,0.71552,-62.908,-37.633,0.00256,0.29036,,,0,0,0.02895,0.02964,0.05999,0.32197
4611,financialStrength,0019.HK,23.78992,23.78992,1.07697,1.07697,1293,1293,22.3086,22.3086,,,50.01377,22.50472,0.83356,0.83356,26.85475,26.85475
4612,financialStrength,0012.HK,,499.0058,2.17612,2.17612,,,19.5237,19.5237,,,51.27984,14.2462,0.47756,0.47756,28.71302,28.71302
4613,financialStrength,ZYB.AX,,,1.28196,1.28196,-0.41894,-0.41894,0,0,,,,,,,0,0
4614,financialStrength,Y03.SI,,16.5067,5.99554,5.99554,-26.914,-3.718,3.11208,3.11208,,,131.1249,65.56371,5.22325,5.22325,3.53047,3.53047
4616,financialStrength,VAH.AX,,,0.66894,0.53668,-77.3,-163.4,382.72,,0.7195,,,,0.65309,0.51691,513.6171,
4617,financialStrength,U10.SI,31.89168,22.41395,1.68563,1.68563,-61.173,-40.513,,,2.99759,2.99759,49.88085,0,,,74.52487,74.52487
4618,financialStrength,TXH.L,,,1.25675,1.11772,-1.354,-7.79,14.41166,70.59168,-4.02878,-2.12465,,,0.68818,0.59384,71.44795,148.9982
4623,financialStrength,SPL.AX,,,7.43993,6.04759,-10.658,-8.458,0,3.36179,,,,,7.37784,6.00966,0.06133,4.91924
4625,financialStrength,SOL.AX,27.3646,131.0199,1.59601,1.1922,34.713,-62.505,10.51244,13.50028,,,56.0501,117.964,1.20107,0.88215,11.43635,19.92455
4627,financialStrength,SHM.AX,16.03387,16.03387,2.64356,2.64356,14.323,14.323,40.76359,40.76359,9.64996,9.04534,102.6546,102.6546,1.30942,1.30942,47.59278,47.59278
4628,financialStrength,SAR.AX,,177.6485,2.43077,1.97816,15.075,57.208,0,25.60128,213.5881,61.31183,0,0,1.6584,1.05482,0,32.6153
4629,financialStrength,S7P.SI,,,0.91787,0.91787,-16.668,-16.668,54.91088,54.91088,-1.93422,-2.00252,,,0.90435,0.90435,90.06202,90.06202
4630,financialStrength,S41.SI,,,,,-451.668,-407.038,,,,,65.12002,21.64815,,,,
4633,financialStrength,RHI.AX,,,1.60078,4.34483,-0.55407,-0.56301,0,0,,,,,,,0,1.84585
4634,financialStrength,REX.AX,16.53338,,0.85627,0.67352,1.984,-0.654,2.05434,4.45061,36.50363,22.39037,50.30542,30.46184,0.63582,0.42424,3.92953,6.8717
4635,financialStrength,REG.AX,,,0.01787,0.0381,104.815,87.862,169.6549,166.2298,,,89.96405,86.72438,0.01679,0.0372,169.7445,166.8467
4636,financialStrength,TSLA,,,1.13462,1.13462,968,968,175.7933,175.7933,0.13491,0.13427,,,0.80163,0.80163,202.7652,202.7652
4637,financialStrength,WMT,41.30901,41.36592,0.79452,0.79452,8502,8502,64.31183,64.31183,46.38938,46.38938,40.64243,40.64243,0.22331,0.22331,72.94727,72.94727
4638,financialStrength,NFLX,15.59141,15.59141,0.90122,0.90122,-3140.357,-3140.357,194.6578,194.6578,4.80469,4.80469,0,0,,,194.6578,194.6578
4639,financialStrength,PFE,19.82648,19.82299,0.87934,0.87934,1950,1950,56.94128,56.94128,15.65205,,51.25408,51.25086,0.6573,0.6573,82.589,82.589
4640,financialStrength,NKE,52.92881,56.291,2.10081,1.90145,3452,,38.31858,38.28635,,148,33.75527,16.90597,1.38609,1.20012,38.48451,38.43007
4641,financialStrength,QCOM,40.50812,46.98317,1.87633,1.76256,3431,4114,273.9458,297.7399,66.29412,,69.17465,70.72826,1.71964,1.60811,325.1375,353.0911
4642,financialStrength,PEP,827.7906,827.7906,0.86237,0.86237,113,113,197.1324,197.1324,12.12514,12.12514,72.85792,72.85792,0.69923,0.69923,216.8808,216.8808
4643,financialStrength,MU,22.48733,,2.58263,2.74407,3409,526,12.65572,14.01291,,,0,0,1.78169,1.84954,16.30668,14.65305
4644,financialStrength,TWTR,9.59769,9.59769,9.15351,9.15351,762.676,762.676,28.82461,28.82461,,,0,0,,,29.09431,29.09431
4645,financialStrength,PM,265.183,265.183,1.08926,1.08926,2077,2077,,,19.97544,19.97544,100.6138,100.6279,0.5989,0.5989,,
4646,financialStrength,V,34.63489,33.92304,1.56318,1.26964,9759,10207,48.23261,38.80919,28.89493,31.45291,19.47639,19.84579,,,48.23261,47.315
4647,financialStrength,REGN,27.30006,27.30006,3.66741,3.66741,2000.4,2000.4,6.43751,6.43751,,76.99652,0,0,3.18349,3.18349,6.43751,6.43751
4649,financialStrength,KMI,299.0512,299.0512,0.6349,0.6349,315,315,94.58538,94.58538,2.3085,2.3085,99.31129,99.31129,0.56216,0.56216,101.9264,101.9264
4650,financialStrength,UPS,,,1.10965,1.10965,-935,-935,667.8298,667.8298,12.31346,12.31346,75.24775,75.24775,,,772.6354,772.6354
4651,financialStrength,TXN,42.38964,42.38964,4.12671,4.12671,2794,2794,59.53744,59.53744,33.45294,33.45294,60.32892,60.31682,3.18417,3.18417,65.151,65.151
4652,financialStrength,M,,,1.18435,1.18435,-15,-15,57.11149,57.11149,6.28108,6.30978,83.33333,83.33333,0.28209,0.28209,65.59511,65.59511
4653,financialStrength,MET,,,,,11965,11965,25.12095,25.12095,7.76754,7.76754,28.71876,28.71876,,,25.47623,25.47623
4654,financialStrength,MAT,,,1.76048,1.76048,64.625,64.625,578.9445,578.9445,0.71044,0.41347,,,1.37243,1.37243,578.9445,578.9445
4656,financialStrength,INO,,,2.94476,2.94476,-98.83807,-98.83807,2242.232,2242.232,-10.89645,-10.85829,,,,,2242.232,2242.232
4657,financialStrength,MAR,88.37158,72.67541,0.46832,0.46832,420,420,1417.212,1417.212,9.64179,9.64179,48.07541,48.07541,,,1556.188,1556.188
4658,financialStrength,MA,35.64144,36.18096,1.41986,1.41986,6110,6110,144.6971,144.6971,314.0323,314.0323,17.40205,17.40205,,,144.6971,144.6971
4659,financialStrength,VRTX,48.45392,48.45392,3.61307,3.61307,1493.879,1493.879,8.85052,8.85052,,,0,0,3.48759,3.48759,9.34834,9.34834
4661,financialStrength,ZNGA,56.9441,56.9441,1.98956,1.98956,239.191,239.191,28.87756,28.87756,-92.83765,-163.0917,0,0,,,28.87756,28.87756
4662,financialStrength,ROST,23.52871,23.52871,1.27051,1.27051,1246.27,1246.27,9.31431,9.31431,,,22.26424,22.26424,0.59235,0.59235,9.31431,9.31431
4663,financialStrength,MDLZ,49.12516,44.30945,0.49798,0.49798,1498,1498,52.42163,52.42163,9.35281,9.35281,40.67097,40.67097,0.33181,0.33181,68.00733,68.00733
4664,financialStrength,JNPR,32.92137,32.92137,2.07902,2.07902,159.2,159.2,36.52236,36.52236,37.75373,35.63433,75.3913,75.3913,2.02034,2.02034,36.52236,36.52236
4665,financialStrength,TMUS,48.71597,48.71597,0.74404,0.74404,-534,-534,99.08646,99.08646,5.70837,5.70837,0,0,0.66696,0.66696,102.4975,102.4975
4666,financialStrength,SWKS,23.43525,24.04779,5.97487,7.04232,670.1,529.8,0,0,,,31.786,33.80501,4.34465,5.22839,0,0
4667,financialStrength,NOV,,,2.72052,2.72052,404,404,28.78632,28.78632,-3.48571,-3.37037,,,1.74277,1.74277,29.17202,29.17202
4668,financialStrength,ISRG,43.32726,43.32726,4.52592,4.52592,1172.6,1172.6,0,0,,,0,0,3.94787,3.94787,0,0
4669,financialStrength,SRCL,,,0.93354,0.93354,53.8,53.8,109.7988,109.7988,2.19655,2.25782,,,,,114.3035,114.3035
4670,financialStrength,TEVA.TA,223.1125,190.5502,0.98464,0.98464,620.9523,620.9523,175.7944,175.7944,3.33091,2.92865,,,0.66125,0.66125,192.578,192.578
4671,financialStrength,PAYX,67.41117,57.78349,1.17187,1.18548,315.6,274,30.40275,28.86803,415.5454,73.40299,79.79925,60.19137,,,30.40275,30.72324
4672,financialStrength,MCHP,37.5184,18.21832,0.93274,0.90045,1101.5,1131,169.1953,145.6344,1.51111,1.50932,93.33333,54.044,0.63302,0.59711,194.9314,170.5747
4673,financialStrength,XLNX,33.71381,36.88959,8.19302,6.06347,637.926,636.51,43.1523,47.17621,,,41.60155,32.37787,7.52916,5.42725,43.1523,47.17621
4674,financialStrength,MXIM,32.76129,42.75766,6.84193,6.60052,287.441,225.986,53.79054,57.53245,,17.67019,59.50851,65.13998,6.17778,5.97923,53.79054,57.53245
4675,financialStrength,MSI,40.54399,39.98001,1.21489,1.21489,1196,1196,,,6.67589,6.64961,45.50691,45.50691,1.08491,1.08491,,
4677,financialStrength,URBN,12.95832,12.95832,1.6491,1.6491,56.46,56.46,0,0,,,0,0,1.00797,1.00797,0,0
4678,financialStrength,SKX,9.2553,9.2553,2.27711,2.27711,190.441,190.441,2.12484,2.12484,,,0,0,1.41309,1.41309,5.23644,5.23644
4679,financialStrength,NTAP,7.79816,10.95788,1.45074,1.19524,765,510,104.9541,406.383,,,34.47391,42.29637,1.41686,1.16322,164.4954,652.1277
4680,financialStrength,SHAK,,,0.88211,0.88211,-16.65,-16.65,1.21914,1.21914,,,0,0,0.85977,0.85977,1.84595,1.84595
4681,financialStrength,INTU,48.47628,46.4416,1.82808,1.67423,1668,1643,10.29608,10.00805,,,32.11304,32.55671,,,11.62977,11.02764
4682,financialStrength,ILMN,37.62797,37.62797,6.69323,6.69323,842,842,24.73445,24.73445,,,0,0,6.15338,6.15338,24.73445,24.73445
4683,financialStrength,PPG,25.44191,25.44191,1.41029,1.41029,1199,1199,85.90083,85.90083,18.5,18.68627,37.65084,37.65084,1.01943,1.01943,95.60939,95.60939
4684,financialStrength,VMW,25.27406,25.26174,0.6481,0.6481,3593,3593,43.60108,43.60108,,9.68153,0,0,,,82.85062,82.85062
4685,financialStrength,PCAR,76.54798,76.54798,4.38784,4.38784,-249.1,-249.1,115.6324,115.6324,29.99065,30.15428,52.01441,52.01441,4.13821,4.13821,115.6396,115.6396
4686,financialStrength,VTR,,,,,-280.584,-280.584,113.4259,113.4259,2.1673,2.1673,288.1254,288.1251,,,113.4259,113.4259
4687,financialStrength,TER,21.14032,21.14032,3.07754,3.07754,382.803,382.803,26.66519,26.66519,125.4357,125.4357,13.12496,13.12496,2.71264,2.71264,26.66519,26.66519
4688,financialStrength,SRPT,,,5.54795,5.54795,-519.176,-519.176,83.34281,83.34281,,,,,4.90066,4.90066,83.34281,83.34281
4689,financialStrength,PLUG,,,2.07798,2.07798,-66.141,-66.141,144.2652,144.2652,-1.4127,-1.4127,,,1.5979,1.5979,163.7463,163.7463
4690,financialStrength,ICPT,,,4.45242,4.45242,-237.749,-237.749,1032.039,1032.039,-7.5935,-7.5935,,,,,1032.039,1032.039
4691,financialStrength,YELP,15.25205,15.25205,3.97532,3.97532,167.26,167.26,0,0,,,0,0,,,0,0
4692,financialStrength,WM,86.47966,86.47966,1.97487,1.97487,1180,1180,187.8891,187.8891,5.90987,5.90987,52.45509,52.45509,1.94116,1.94116,190.9734,190.9734
4693,financialStrength,SOHU,,,1.90317,1.80168,-115.352,,51.34213,6.27668,,,,,,,73.36458,25.07453
4694,financialStrength,NTES,64.93875,64.93875,2.22537,2.22537,711.773,711.773,,,,,46.6826,46.88284,2.20836,2.20836,27.38359,27.38359
4695,financialStrength,ZIOP,,,8.42184,8.42184,-41.138,-41.138,0,0,,,,,,,0,0
4696,financialStrength,TERP,169.6106,169.6106,0.83057,0.83057,135.757,135.757,289.1862,289.1862,0.41379,0.41379,,,,,311.2467,311.2467
4697,financialStrength,JWN,,1287.772,0.91761,0.91761,72,72,273.3401,273.3401,7.97059,7.90291,46.16935,46.16935,0.37216,0.37216,273.3401,273.3401
4698,financialStrength,ITW,38.74125,38.74125,2.90297,2.90297,1348,1348,256.2459,256.2459,18.19251,15.39367,52.95518,52.95518,2.36258,2.36258,256.3781,256.3781
4699,financialStrength,YY,,,3.7708,3.7708,,,14.93671,14.93671,,,,0,,,16.59842,16.59842
4700,financialStrength,VRSN,25.17876,25.17876,1.32473,1.32473,713.576,713.576,,,12.59278,12.59278,0,0,,,,
4701,financialStrength,VVUS,,,0.42994,0.42994,-30.516,-30.516,,,-0.52919,-0.53473,,,0.28036,0.28036,,
4702,financialStrength,MGM,7.64841,7.61048,1.25577,1.25577,800.107,800.107,145.4083,144.5389,1.91049,1.91049,13.25663,13.25663,1.22353,1.22353,145.7704,144.5389
4703,financialStrength,JD,21.62866,21.62866,0.99341,0.99341,3499.184,3499.184,12.27984,12.27984,8.44075,8.44075,,0,0.57966,0.57966,12.27984,12.27984
4704,financialStrength,WSO,99.12491,99.12491,3.34995,3.34995,76.554,76.554,10.9869,10.9869,,,107.0378,107.0383,1.35569,1.35569,11.07204,11.07204
4705,financialStrength,TRN,,,,,-907.7,-907.7,240.4758,240.4758,1.75571,1.75571,63.49892,63.40762,,,240.4758,240.4758
4706,financialStrength,NDAQ,34.7301,34.7301,1.0149,1.0149,531,531,53.12999,53.12999,57.73684,57.68421,39.40568,39.40568,,,60.06384,60.06384
4707,financialStrength,NVAX,,,3.76999,3.76999,-138.48,-138.48,,,-10.7105,-10.7105,,,3.60035,,,
4708,financialStrength,NI,,,0.49493,0.49493,-686.9,-686.9,131.2276,131.2276,3.59262,3.51616,91.0061,91.03659,0.38155,0.38155,161.0704,161.0704
4709,financialStrength,MLM,28.91597,28.91597,1.70149,1.70149,442.8,442.8,45.59131,45.59131,6.84764,6.84764,21.24386,21.24386,0.87764,0.87764,51.99783,51.99783
4711,financialStrength,R,,,0.59499,0.59499,-1708.844,-1708.844,273.3997,273.3997,1.22936,1.22962,,,0.5642,0.5642,320.0241,320.0241
4713,financialStrength,INFY.NS,162.1049,57.91298,2.83711,2.54162,-3060,26210,0,5.87452,,,59.38717,58.56986,2.83126,2.53587,0,6.80787
4714,financialStrength,WDAY,,,1.04217,1.04217,520.746,520.746,40.93891,40.93891,-36.53645,-20.10126,,,,,50.76453,50.76453
4715,financialStrength,MXL,22.40004,22.40004,2.73084,2.73084,71.375,71.375,49.8672,49.8672,-1.87498,-1.87498,,,2.25744,2.25744,49.8672,49.8672
4716,financialStrength,TGLS,23.38487,21.19719,2.50249,2.50249,-3.44,-3.44,135.167,135.167,2.53699,2.53699,76.46627,76.46627,1.86135,1.86135,143.7863,143.7863
4717,financialStrength,RSG,76.4238,76.44217,0.52405,0.52405,653.8,653.8,95.57045,95.57045,3.62113,3.62113,46.5294,46.5294,0.50551,0.50551,107.025,107.025
4719,financialStrength,LEG,28.53822,28.47983,1.65726,1.65726,320.3,320.3,157.5076,157.5076,6.57522,6.21849,63.87058,63.87058,0.97123,0.97123,162.1951,161.4024
4720,financialStrength,URI,21.02352,21.02352,0.83803,0.83803,674,674,272.3499,272.3499,3.32562,3.32562,0,0,0.78344,0.78344,298.3812,298.3812
4721,financialStrength,TRIP,,11.75818,1.22529,1.22529,-147,341,6.71835,6.71835,,,387.3016,387.3016,,,7.14901,7.9242
4723,financialStrength,NBR,,,1.90187,1.90187,207.234,207.234,168.1058,168.1058,-0.68588,-0.69738,,,1.63328,1.63328,168.1058,168.1058
4724,financialStrength,IR,36.96531,36.96531,2.68691,2.68691,300.1,300.1,85.76929,85.76929,4.42577,4.42268,0,0,1.81239,1.81239,86.17573,86.17573
4727,financialStrength,PHM,7.83197,7.83198,,,897.076,897.076,50.65864,50.65864,,,12.35739,12.35739,,,56.64183,56.64183
4728,financialStrength,WUBA,,,2.27347,2.27347,,,,,,,,0,,,0,0
4729,financialStrength,MAN,9.18926,7.7825,1.46001,1.46001,632.2,697.4,36.90849,36.90849,15.97561,15.97561,27.76466,27.76466,,,39.13234,39.13234
4730,financialStrength,LTC,,,,,-50.207,-50.207,89.24567,89.24567,3.92686,3.92686,113.058,113.058,,,89.24567,89.24567
4732,financialStrength,SNA,12.78724,12.76094,2.51214,2.51214,358.6,358.6,28.06899,27.77566,12.87045,18.6047,31.23288,31.23288,1.70969,1.70969,34.10284,33.72738
4733,financialStrength,RYN,,,0.83325,0.83325,-133.101,-133.101,67.57929,67.57929,3.73221,3.7323,236.9343,236.9303,0.73722,0.73722,73.27381,73.27381
4734,financialStrength,RMBS,,,7.71277,7.71277,122.063,122.063,15.32447,15.32447,,,,,7.59574,7.59574,15.32447,15.32447
4735,financialStrength,RCII,4.28997,4.01481,,,180.552,194.259,50.3119,50.3119,12.73323,9.72334,17.06694,17.06694,,,50.3119,50.3119
4736,financialStrength,NYMT,,,,,-154.033,-154.033,815.8586,815.8586,,,131.5428,131.5437,,,956.647,956.647
4738,financialStrength,IRM,,,0.63418,0.63418,-486.33,-486.33,569.9088,569.9088,1.75482,1.75482,265.1076,265.1076,,,596.4814,596.4814
4739,financialStrength,LM,,30.20957,1.82011,2.1227,394.77,325.305,53.86839,51.84132,4.40071,3.75412,,61.12382,,,60.70767,51.84132
4740,financialStrength,ZTS,52.39155,52.39155,2.62901,2.62901,1021,1021,219.6086,219.6086,10.06931,10.06931,22,22,1.84828,1.84828,238.0724,238.0724
4741,financialStrength,WSM,13.60932,13.60932,1.09076,1.09076,270.378,270.378,0,0,52.78708,52.78708,43.84152,43.84152,0.407,0.407,24.25987,24.25987
4744,financialStrength,RES,,,4.30818,4.30818,-73.719,-73.719,0,0,,,,,3.31267,3.31267,0,0
4745,financialStrength,PTCT,,,3.30405,3.30405,-112.396,-112.396,49.44374,49.44374,-19.30654,-19.30646,,,3.22229,3.22229,52.80888,52.80888
4746,financialStrength,PII,24.9343,24.9343,1.06477,1.06477,254.561,254.561,137.7992,137.7992,216.4482,216.4482,46.0242,46.0242,0.33106,0.33106,152.8439,152.8439
4747,financialStrength,OKE,,,0.72778,0.72778,-3359.198,-3359.198,200.8376,200.8376,5.6843,5.6843,114.118,114.118,0.46448,0.46448,204.5254,204.5254
4748,financialStrength,OAS,,,0.72543,0.72543,2.623,2.623,74.68174,74.68174,0.67078,0.67078,,,0.66695,0.66695,74.7481,74.7481
4749,financialStrength,VAR,25.86549,27.17562,1.27144,1.29349,313.8,276.9,0,0,,,0,0,0.97872,1.00156,23.18611,29.34012
4750,financialStrength,TRXC,,,2.14659,2.14659,-73.921,-73.921,0,0,-46.09534,-46.09422,,,1.32857,1.32857,0,0
4751,financialStrength,TDW,,,2.89371,2.89371,-49.421,-49.421,27.49747,27.49747,-1.64717,-1.64713,,,2.776,2.776,28.47204,28.47204
4752,financialStrength,SYNA,30.31191,31.21383,2.87948,3.30188,130.5,187.5,71.24601,69.0583,0.80347,1.78235,,,2.25443,2.95908,71.24601,69.0583
4753,financialStrength,STWD,126.8649,127.7323,,,-551.623,-551.623,240.0311,240.0311,,,107.235,107.2352,,,250.2482,250.2482
4754,financialStrength,PWR,13.80511,13.85276,1.69284,1.69284,241.045,241.045,31.90375,31.90375,7.33516,7.33516,6.23414,6.23414,1.66822,1.66822,33.75223,33.75223
4755,financialStrength,LGND,1.20563,1.19283,66.08899,66.08899,-31.889,-29.336,83.28107,83.28107,-1.2923,-1.2923,,0,65.65986,65.65986,83.28107,83.28107
4756,financialStrength,IDXX,57.65113,57.65113,0.937,0.937,303.934,303.934,337.7911,337.7911,17.45922,18.05035,0,0,0.66813,0.66813,500.5004,500.5004
4757,financialStrength,XPO,16.62699,16.62699,1.02578,1.02578,187,187,188.9172,188.9172,3.2392,3.2392,0,0,,,191.9796,191.9796
4758,financialStrength,PTLA,,,4.51222,4.51222,-239.467,-239.467,249.6384,249.6384,-11.73972,-11.73972,,,4.47218,4.47218,264.2996,264.2996
4759,financialStrength,PCRX,,,3.79442,3.79442,60.361,60.361,86.22346,86.22346,2.19727,2.1225,,,3.25301,3.25301,86.22346,86.22346
4760,financialStrength,NNN,,,,,-610.627,-610.627,68.98849,68.98849,3.56091,3.56091,129.5479,129.5483,,,68.98849,68.98849
4761,financialStrength,MUSA,32.5366,32.5366,1.40752,1.40752,108.5,108.5,124.4458,124.4458,5.18956,5.18956,0,0,0.95683,0.95683,129.2777,129.2777
4762,financialStrength,IVZ,1060.791,1060.791,,,332.2,332.2,59.98124,59.98124,,26.64029,94.10306,94.10306,,,59.98124,59.98124
4763,financialStrength,WGO,14.20251,15.91494,2.07671,2.25058,79.222,150.296,38.81641,56.92593,8.76359,6.67754,12.27929,14.32151,1.05961,1.30181,40.2229,58.69631
4764,financialStrength,TIVO,,,1.17875,1.17875,46.625,46.625,59.84113,59.84113,1.04903,1.04903,,,1.17261,1.17261,91.7905,91.7905
4765,financialStrength,STAG,,,,,-1224.672,-1224.672,71.35081,71.35081,1.97196,1.97196,426.1715,426.1715,,,71.35081,71.35081
4766,financialStrength,SNPS,36.42959,53.22944,0.99228,0.94926,561.52,614.045,2.94128,2.95303,,,,0,0.91152,0.87724,3.37268,7.98038
4767,financialStrength,RPM,116.6162,71.54518,1.63576,2.39848,-25.225,110.187,140.3648,172.8673,4.85816,6.12443,70.61161,57.42455,1.08887,1.50045,179.6582,180.1592
4768,financialStrength,OMI,51.03381,51.03381,1.69987,1.69987,108.631,108.631,326.388,326.388,1.05186,1.03081,,,0.8905,0.8905,326.6074,326.6074
4770,financialStrength,ISR,,,6.52542,4.20224,-5.518,-4.691,0,0,,,,,6.05263,3.79552,0,0
4771,financialStrength,WST,66.75517,66.75517,3.09924,3.09924,195.7,195.7,16.209,16.209,2979,64.3617,18.90774,18.90774,2.40925,2.40925,16.3552,16.3552
4773,financialStrength,SPPI,,,3.93771,3.93771,-143.649,-143.649,0,0,,,,,,,0,0
4775,financialStrength,OI,,,1.24712,1.24712,-52,-52,1163.812,1163.812,5.45455,5.51639,,,0.72331,0.72331,1190.364,1190.364
4776,financialStrength,MHK,8.87891,8.87891,1.63293,1.63293,873.299,873.299,18.69973,18.69973,26.86741,26.86741,0,0,0.79154,0.79154,31.64946,31.64946
4777,financialStrength,JLL,13.87384,13.25509,1.06892,1.06892,174.1,194,23.00268,23.00268,40.09778,44.76617,8.05508,8.05508,,,35.42916,35.42916
4778,financialStrength,ZGNX,,,3.01124,3.01124,-121.011,-121.011,0,0,,,,,,,0,0
4779,financialStrength,RENN,,,1.22937,1.24403,-230.106,,23.73445,0.47286,-78.52358,,,,0.76513,0.79903,57.56417,14.49654
4780,financialStrength,PZZA,,,0.87305,0.87305,-14.534,-14.534,,,1.01575,1.01575,,,0.74066,0.74066,,
4781,financialStrength,INVE,55.98827,53.74289,1.33961,1.33961,0.138,0.138,1.01506,1.01506,0.43997,0.35014,,,0.8713,0.8713,44.71889,44.71889
4782,financialStrength,TXT,9.27917,9.27917,1.88274,1.88274,657,657,58.88003,58.88003,6.26901,6.26901,2.20859,2.20859,0.82475,0.82475,69.04676,69.04676
4783,financialStrength,STMP,22.72399,22.73257,1.48744,1.48744,134.897,134.897,0,0,33.24911,33.24911,0,0,,,7.68751,7.68751
4784,financialStrength,RARE,,,8.23831,8.23831,-370.215,-370.215,0,0,,,,,8.12653,8.12653,0,0
4785,financialStrength,OII,,,2.07076,2.07076,9.885,9.885,74.48627,74.48627,-4.29054,-4.29054,,,1.77998,1.77998,74.48627,74.48627
4786,financialStrength,NWL,,,1.38009,1.38009,388.8,388.8,108.6233,108.6233,2.48915,2.4448,210.9619,210.9619,0.84056,0.84056,115.3204,115.3204
4787,financialStrength,LYB,47.24971,47.24971,1.82955,1.82955,805,805,144.3809,144.3809,138.3333,138.3333,43.03797,43.03797,0.9469,0.9469,149.9503,149.9503
4788,financialStrength,TFX,29.88567,29.88719,2.32008,2.32008,274.002,274.002,62.39488,62.39488,5.64609,5.64609,13.59969,13.59969,1.4737,1.4737,64.07311,64.07311
4792,financialStrength,LII,29.30199,29.29089,1.11788,1.11788,180,180,,,15.01846,15.05864,28.05773,28.05087,0.57525,0.57525,,
4793,financialStrength,IDCC,90.24997,90.24997,3.32615,3.32615,6.863,6.863,46.03569,46.03569,1.45721,1.45715,210.8133,210.8133,,,58.40114,58.40114
4794,financialStrength,SPLK,,,2.15105,2.15105,-391.344,-391.344,85.75598,85.75598,-6.67673,-6.67673,,,,,85.75598,85.75598
4796,financialStrength,RDI,,,0.24293,0.24293,-21.102,-21.102,125.415,125.415,1.28276,1.28236,,,0.22787,0.22787,153.1012,153.1012
4797,financialStrength,QRVO,15.58944,13.74029,3.86774,4.20939,589.427,754.282,21.08573,36.14699,7.00781,12.54049,0,0,2.69286,3.23243,21.08573,36.26917
4798,financialStrength,PKI,29.77343,29.77343,1.80168,1.80168,251.079,251.079,73.35359,73.35359,6.73072,6.1742,13.58533,13.58533,1.33377,1.33377,73.70806,73.70806
4802,financialStrength,KBR,15.50573,13.01092,1.33977,1.33977,190,190,64.56864,64.56864,4.875,4.875,22.77228,22.77228,,,66.63049,65.16549
4803,financialStrength,ZUMZ,1.68364,1.68364,2.58336,2.58336,86.824,86.824,0,0,,,0,0,1.73748,1.73748,0,0
4804,financialStrength,YRCW,,,0.94816,0.94816,-121.7,-121.7,,,0.10432,0.10432,,,,,,
4805,financialStrength,WWD,15.23163,14.57061,1.79695,1.67818,252.476,208.067,50.08852,40.54124,,12.13667,14.45871,14.6923,1.06637,1.02132,62.82928,61.93373
4806,financialStrength,VSLR,,,1.04447,1.04447,-327.524,-327.524,782.1051,782.1051,-2.09435,-2.09435,,,0.95922,0.95922,791.9117,791.9117
