,metricType,symbol,metric.bookValueShareGrowth5Y,metric.capitalSpendingGrowth5Y,metric.dividendGrowthRate5Y,metric.ebitdaCagr5Y,metric.ebitdaInterimCagr5Y,metric.epsGrowth3Y,metric.epsGrowth5Y,metric.epsGrowthQuarterlyYoy,metric.epsGrowthTTMYoy,metric.focfCagr5Y,metric.netMarginGrowth5Y,metric.revenueGrowth3Y,metric.revenueGrowth5Y,metric.revenueGrowthQuarterlyYoy,metric.revenueGrowthTTMYoy,metric.revenueShareGrowth5Y,metric.tbvCagr5Y,metric.totalDebtCagr5Y
8713,growth,,,,,,,,,,,,,,,,,,,
8714,growth,8243.HK,3.17203,-30.77168,,-0.06103,-29.10856,34.06374,29.51936,-1795.408,-182.7541,,14.27926,13.54847,6.32107,-26.27039,-6.74752,6.32107,3.58658,8.09924
8715,growth,8211.HK,22.09785,113.6845,,-21.84113,,,,-336.1386,-751.8293,,,-7.63121,-6.02402,-8.89752,-0.24344,-6.02402,21.99559,
8716,growth,2777.HK,8.42959,,-25.21303,18.8214,19.66594,12.63261,12.94312,26.76934,15.47581,,-9.92863,19.11806,21.21353,30.37167,18.15861,21.01846,8.48221,23.8736
8717,growth,2328.HK,14.65635,15.57555,30.80102,9.45981,9.45981,10.45275,9.07244,119.7655,56.80901,-9.69454,-1.95617,11.75076,12.1358,14.30771,10.80673,11.24595,14.6565,-4.97224
8718,growth,1798.HK,0.27406,2.86577,33.74404,9.25639,9.39842,60.55894,,-102.6043,-24.95509,,,12.89158,9.9281,-3.06431,0.06458,9.9281,0.70811,6.603
8719,growth,601998.SS,13.88582,-18.71786,3.59047,21.14932,,1.51678,0.46184,-15.80416,3.37298,55.84656,-4.72888,7.94404,5.47927,24.98363,14.84433,6.07709,14.93141,34.58017
8720,growth,0728.HK,4.03985,,5.91494,4.32453,4.32453,4.42483,3.02168,-2.19412,-3.2663,,0.13806,2.1472,2.98205,0.81929,-0.36858,2.98205,4.11802,2.52277
8721,growth,,,,,,,,,,,,,,,,,,,
8722,growth,,,,,,,,,,,,,,,,,,,
8723,growth,8348.HK,4.86145,3.78001,,-4.46992,-5.29616,-55.4136,-36.74903,-53.48963,-86.90467,,-12.75931,-6.3879,-0.52359,-12.47635,4.68074,-0.52359,4.86145,15.58241
8724,growth,3378.HK,3.31029,,-14.50119,15.00011,14.42951,-4.32467,-8.23973,2.75673,14.26821,,-16.97379,17.98199,17.99337,16.91243,7.86846,17.99337,-22.84118,25.99798
8725,growth,3323.HK,7.61803,22.99126,100.1983,15.10874,15.05561,88.53904,3.48201,26.37732,38.35765,49.69248,0.46093,35.63818,15.73975,14.12876,15.71099,5.85977,,-0.02117
8726,growth,601899.SS,9.55127,13.84443,18.56309,18.86279,18.17523,26.94935,11.11738,64.91999,3.63483,,-3.67883,19.95393,18.2914,15.59006,28.40129,16.51912,8.00041,15.87854
8727,growth,2868.HK,16.35769,,-2.86665,19.03002,12.69434,1.70583,-3.39696,-21.18417,10.38146,,-11.29868,0.71052,15.62539,-36.12319,-10.62387,6.71736,29.03392,23.5272
8728,growth,,,,,,,,,,,,,,,,,,,
8729,growth,,,,,,,,,,,,,,,,,,,
8730,growth,2722.HK,4.29074,-12.85528,16.94119,-2.19314,3.63514,1.92155,-2.69299,-28.17858,4.26829,,10.96038,-16.29566,-11.44072,-11.94323,-41.80663,-11.51679,2.94118,8.74028
8731,growth,601628.SS,7.28074,17.72571,44.88954,10.59906,10.44599,45.90488,12.46037,106.7443,411.3928,34.72584,1.64868,10.70541,10.83456,19.04968,15.86513,10.70352,7.33331,-6.53685
8732,growth,2006.HK,1.37228,,-8.95389,56.2854,53.86555,-3.76278,1.7042,-15.0882,-11.2605,,-7.38795,7.22189,17.4989,1.36592,1.65129,17.4989,,51.84028
8733,growth,,,,,,,,,,,,,,,,,,,
8734,growth,,,,,,,,,,,,,,,,,,,
8735,growth,,,,,,,,,,,,,,,,,,,
8736,growth,,,,,,,,,,,,,,,,,,,
8737,growth,601288.SS,11.88929,-11.50459,2.28091,3.9146,,2.39954,1.4193,7.46152,-0.85916,,-1.40831,9.34304,4.20332,6.80773,9.48321,3.39489,13.90037,20.76295
8738,growth,,,,,,,,,,,,,,,,,,,
8739,growth,,,,,,,,,,,,,,,,,,,
8740,growth,1099.HK,10.0294,,5.41261,19.84322,19.43698,7.81922,13.61342,11.07118,8.7888,,1.88791,18.0679,16.27076,13.48356,17.96311,13.09085,12.81263,13.35979
8741,growth,,,,,,,,,,,,,,,,,,,
8742,growth,,,,,,,,,,,,,,,,,,,
8743,growth,,,,,,,,,,,,,,,,,,,
8744,growth,,,,,,,,,,,,,,,,,,,
8745,growth,,,,,,,,,,,,,,,,,,,
8746,growth,0980.HK,-8.54453,-4.77065,,-23.2865,131.5592,,,11.68942,10.24919,,,-2.29759,-3.52783,3.1266,2.9199,-3.52783,-9.35587,
8747,growth,0814.HK,0.63957,-20.26983,16.93144,-2.16503,5.61995,36.55273,2.10314,33.65385,19.51326,,-1.0841,0.33935,2.28908,-8.60157,-1.30953,2.28908,0.57603,3.57198
8748,growth,000063.SZ,6.58934,25.9398,,22.3821,18.0924,,13.71322,1.5342,156.6822,,13.71549,-3.58309,2.17757,-0.93872,6.10834,1.61302,3.95209,3.16032
8749,growth,0694.HK,6.535,,-19.48644,4.93326,4.93326,10.4339,11.51036,-19.86807,-16.43042,,3.98166,7.59992,7.42466,-8.59032,-4.01356,7.24001,7.71594,-22.50334
8750,growth,,,,,,,,,,,,,,,,,,,
8751,growth,0489.HK,11.60004,,-25.33041,11.11979,4.87356,-1.23148,0.09516,-11.24055,-0.93269,,-4.44348,-6.21247,3.99303,12.91049,-3.30582,3.99303,11.75124,20.73076
8752,growth,601107.SS,5.35835,-9.91714,0,5.83782,4.54202,1.11676,2.23633,44.9635,27.44914,,6.67806,-8.13805,-5.04454,5.01064,7.34788,-5.0466,,5.35079
8753,growth,,,,,,,,,,,,,,,,,,,
8754,growth,CNC.L,7.73196,8.10026,6.57566,12.36856,23.45912,2.45149,32.13913,121.028,71.08853,,23.74634,-0.88573,6.98847,21.07235,12.2731,6.78246,8.28977,
8755,growth,8249.HK,,,,,-64.3843,,,-184.2444,36.1894,,,3.02599,5.57811,19.39278,29.31937,5.57811,,
8756,growth,8247.HK,-1.26464,28.96388,-0.07673,-12.08636,1.69323,,,553.7209,-49.32959,,,1.45317,5.27796,14.8971,18.22568,3.25114,-0.40708,
8757,growth,8227.HK,-3.78939,67.91139,,,,,,74.33291,12.00374,,,23.64512,11.85928,225.7926,44.13481,-5.84088,14.29641,
8758,growth,8205.HK,2.05145,-39.37963,,,,,,6.33484,-13.10116,,,-8.40618,-7.98187,27.44305,22.25006,-7.99634,2.36766,
8759,growth,8197.HK,-55.89424,,,,,,,117.0601,-35.34809,-0.7894,,2417.864,476.8092,814.4985,519.7561,460.9881,,-11.56629
8760,growth,8189.HK,0.31032,2.36031,,,,,,86.65057,-82.39416,,,-11.14347,-9.6074,-9.76019,-7.34246,-14.313,4.13364,-12.95066
8761,growth,8106.HK,0.99073,,,,,,,-8.94108,-45.08147,,,27.54471,43.36428,66.73139,34.26007,33.64118,7.77187,
8762,growth,8045.HK,-23.27298,-58.92924,,,,,,77.0297,52.21889,,,-2.21128,-4.48781,-26.84695,-7.32686,-12.88834,-4.81251,7.30674
8763,growth,3983.HK,1.02427,,,-6.65245,-6.05949,,46.19669,-75.33662,-48.9987,,50.55406,8.48878,0.11375,-2.98426,-3.56279,0.11375,1.53752,-5.18223
8764,growth,,,,,,,,,,,,,,,,,,,
8765,growth,3399.HK,2.34476,,,14.70428,15.12368,-3.09633,7.97917,17.31677,1.65023,,13.03331,-3.12017,-7.58892,4.32685,1.91929,-8.03458,10.24275,36.38545
8766,growth,,,,,,,,,,,,,,,,,,,
8767,growth,,,,,,,,,,,,,,,,,,,
8768,growth,,,,,,,,,,,,,,,,,,,
8769,growth,,,,,,,,,,,,,,,,,,,
8770,growth,2698.HK,2.67496,-6.68377,-38.85783,-6.78367,-7.03828,-39.63745,-6.66504,-96.4838,-66.09226,1.26613,-12.28468,2.28054,6.23146,-8.22987,-7.82894,6.23146,2.67608,-25.92763
8771,growth,,,,,,,,,,,,,,,,,,,
8772,growth,2357.HK,8.41651,,13.97962,12.58407,12.57961,4.27686,9.05796,2.58643,2.55373,,0.64244,4.57115,10.37588,13.4033,17.79721,7.47735,11.09287,9.36053
8773,growth,2355.HK,12.26977,19.53779,,11.14511,9.04605,18.86169,8.84401,-22.09647,9.64662,37.99274,0.64055,8.44308,5.76458,-0.28266,10.06216,8.93518,8.66843,18.11158
8774,growth,,,,,,,,,,,,,,,,,,,
8775,growth,002202.SZ,13.39627,32.67122,4.54412,7.85634,1.02816,-12.66278,1.49521,-35.71233,-39.7508,,-11.04842,13.15612,16.65371,23.77092,33.11432,15.08257,13.19925,13.14376
8776,growth,,,,,,,,,,,,,,,,,,,
8777,growth,000488.SZ,12.58069,-18.50061,-27.8875,16.42718,26.39923,-19.61647,13.74388,704.8547,-36.71587,,19.43867,9.8869,9.73556,55.69897,5.26282,9.57094,13.20275,9.30601
8778,growth,,,,,,,,,,,,,,,,,,,
8779,growth,601186.SS,15.97089,8.67301,9.48797,11.07201,11.43194,9.60828,7.6635,20.88231,20.34346,,6.86391,9.68469,7.00479,12.00523,13.7414,3.95884,16.00638,8.54929
8780,growth,000157.SZ,-1.13791,6.51698,,11.70319,22.06319,,16.59596,51.20889,121.0802,,3.89671,29.32456,10.87057,50.78726,50.91503,11.36326,-1.77933,-3.19935
8781,growth,1133.HK,-0.65353,-15.92344,,-6.02069,-12.42687,-33.56313,-39.43102,2.27399,-19.20352,,-33.71757,1.15394,5.11024,-21.90204,-16.16292,0.6925,3.26864,15.33658
8782,growth,,,,,,,,,,,,,,,,,,,
8783,growth,,,,,,,,,,,,,,,,,,,
8784,growth,,,,,,,,,,,,,,,,,,,
8785,growth,1066.HK,10.22179,,,17.63847,19.59402,25.7606,11.20215,10.69265,25.48793,,-2.2369,22.63153,14.44982,16.36592,17.65518,14.44982,1.77938,67.41065
8786,growth,,,,,,,,,,,,,,,,,,,
8787,growth,,,,,,,,,,,,,,,,,,,
8788,growth,0956.HK,9.93258,,,20.93631,20.89044,35.38171,31.76046,-4.80527,8.39052,,9.60152,39.66559,18.32391,8.6806,19.72675,18.0885,14.37862,18.55851
8789,growth,600585.SS,15.71236,4.93837,58.74003,21.01616,23.86472,57.92621,25.03687,7.22442,12.60551,23.91063,2.78186,41.07211,20.91364,-8.56862,22.29526,20.91711,16.4993,-10.63347
8790,growth,,,,,,,,,,,,,,,,,,,
8791,growth,,,,,,,,,,,,,,,,,,,
8792,growth,0747.HK,-3.31361,,,,,,,46.4282,44.43272,,,-37.98074,-21.40281,379.187,-67.86156,-26.93077,5.69412,
8793,growth,0696.HK,12.7203,,9.18968,14.33794,14.33794,1.64901,9.00156,14.54311,9.36332,,0.21245,9.28041,8.76251,8.27854,8.69311,8.76251,12.85771,
8794,growth,,,,,,,,,,,,,,,,,,,
8795,growth,,,,,,,,,,,,,,,,,,,
8796,growth,0438.HK,,-19.96952,,,,,,-77.53333,-139.3464,,,16.20892,0.45347,-6.86503,-12.46826,2.35602,,-25.88599
8797,growth,000898.SZ,1.7325,-5.01122,3.4134,-4.66016,-8.46556,2.86423,13.64002,-94.12929,-77.8412,,5.96108,22.18622,7.35487,2.26741,0.40891,7.01424,2.014,-5.28508
8798,growth,,,,,,,,,,,,,,,,,,,
8799,growth,0161.HK,-48.74226,,,-51.45015,-52.27563,,,91.55098,99.06196,,,-66.4453,-49.11723,-188.4022,-97.73074,-62.91892,-30.66273,-53.94237
8800,growth,8258.HK,7.05687,,,,,29.61877,,261.1111,86.46617,26.58894,,-2.68261,-8.01477,20.75097,6.68219,-11.67089,12.12926,
8801,growth,8301.HK,,-25.49054,,,,-50.36731,,-1201.25,-551.7482,,,41.58693,23.20561,289.5906,-37.13626,13.03506,,4.38206
8802,growth,,,,,,,,,,,,,,,,,,,
8803,growth,,,,,,,,,,,,,,,,,,,
8804,growth,CNR.L,-12.27962,11.12881,,,,,,42.13099,47.06724,,,,,,,,-12.32908,
8805,growth,,,,,,,,,,,,,,,,,,,
8806,growth,8095.HK,7.90121,-3.43848,,22.64638,-4.85111,18.46689,18.9083,861.7647,-105.1928,-1.60768,0.49503,21.13858,20.52025,6.27669,15.92249,16.92135,11.58521,4.09298
8807,growth,8115.HK,0.72941,-9.12056,,,,,,-623.0769,-95.12855,-8.75068,,0.96148,-9.29041,16.20599,15.23528,-9.29041,-0.64439,
8808,growth,,,,,,,,,,,,,,,,,,,
8809,growth,IC8.DE,-2.86746,529.738,,,,,,-18.19235,40.37162,,,-38.05945,-4.46416,-39.60043,-38.75149,-34.91539,42.63483,13.48601
8810,growth,8049.HK,15.37035,,,0.2065,0.30366,0.65155,1.84218,-17.23246,-9.75847,,0.40982,-0.42137,1.42683,5.55377,-0.27591,1.42683,15.46646,-23.26006
8811,growth,600036.SS,14.22296,24.15013,17.48519,7.59345,,13.67732,10.27999,21.15275,15.58442,,0.49589,10.78557,5.14075,4.25553,8.15139,10.212,14.4594,30.51899
8812,growth,1666.HK,9.26129,,-0.8982,7.44467,7.19522,-11.16043,-2.00594,-85.72845,-38.3829,,-2.13315,-1.36792,6.02472,-11.27533,-11.5263,6.02472,8.99849,71.03807
8813,growth,0840.HK,-3.22598,3.85516,,,,,,34.0176,-49.13597,,,-7.04101,-4.96273,22.193,13.38435,-4.96273,-3.30906,
8814,growth,,,,,,,,,,,,,,,,,,,
8815,growth,601038.SS,-2.10871,-10.76943,,,,,,120.0665,-101.1307,,,-16.20254,-12.46953,29.79147,-3.86125,-12.2918,-2.2422,9.04408
8816,growth,0576.HK,4.89923,-4.41292,-0.29347,9.81065,8.30747,6.55284,9.57323,-21.56617,4.95232,,4.9335,7.08679,4.79264,14.15509,6.81785,3.5794,,38.23679
8817,growth,,,,,,,,,,,,,,,,,,,
8818,growth,,,,,,,,,,,,,,,,,,,
8819,growth,0916.HK,9.83561,,7.18076,8.71886,8.58744,8.18694,11.10427,1007.162,10.22017,,-0.13348,7.28277,8.60377,5.15169,4.36831,8.60377,12.96568,2.35553
8820,growth,8235.HK,9.56529,,,35.49886,37.36513,69.87655,45.89623,239.8467,105.9024,,27.03637,21.67414,12.90031,59.45799,43.88765,12.90031,10.57667,
8821,growth,CNN.L,6.71056,-30.11729,,,,169.668,65.86152,3291.255,-28.65834,,66.94584,3.09555,-0.64565,-68.16269,-4.34311,-0.64565,6.71056,9.25798
8822,growth,,,,,,,,,,,,,,,,,,,
8823,growth,INH.DE,5.78751,3.54543,-16.00525,4.09633,5.80993,-9.43437,-2.39341,96.17505,-16.08502,,-8.44542,6.46322,6.77527,-1.33854,1.87113,6.77527,9.06534,48.49155
8824,growth,,,,,,,,,,,,,,,,,,,
8825,growth,8286.HK,,46.57819,,,,,,100.9804,30.67454,,,-15.20788,-15.91067,63.40244,78.18404,-15.91067,,28.0453
8826,growth,8236.HK,11.55723,10.60231,,10.52686,,13.47316,-9.15362,295.5119,181.8539,,-16.5335,8.85297,17.29356,1.89314,0.78677,17.29356,13.01537,11.70517
8827,growth,1818.HK,7.76459,-5.40715,0,6.48039,2.95697,12.32843,-9.86397,-20.81999,-25.02641,,-7.86792,6.82869,2.4979,-1.76342,9.55312,0.82173,-2.34688,9.98824
8828,growth,,,,,,,,,,,,,,,,,,,
8829,growth,,,,,,,,,,,,,,,,,,,
8830,growth,0357.HK,11.3123,102.3649,-14.58487,17.09614,12.34712,12.33808,12.70686,-25.95128,-3.28904,,-4.17851,17.01417,17.51427,-12.16672,-4.04173,17.51427,12.12559,-2.74643
8831,growth,CNEL.L,18.19571,7.408,,,,,,53.57499,22.43147,,,59.44519,41.30852,137.3083,33.0557,32.06039,26.77956,-0.18248
8832,growth,,,,,,,,,,,,,,,,,,,
8833,growth,0552.HK,8.45917,,5.46194,6.00054,5.45701,6.33287,7.23603,2.4345,5.09668,,-2.7231,9.90242,9.91811,10.79627,10.58279,9.91811,8.40873,11.47266
8834,growth,,,,,,,,,,,,,,,,,,,
8835,growth,IFX.DE,13.37195,16.78261,7.06487,15.48239,13.57621,5.05676,11.78665,-24.81934,-36.01863,,-0.39965,7.44476,13.19716,-2.74112,2.33513,12.3728,11.82959,52.93234
8836,growth,,,,,,,,,,,,,,,,,,,
8837,growth,,,,,,,,,,,,,,,,,,,
8838,growth,3330.HK,2.05614,6.4365,,,,,,48.04475,-203.3227,,,-13.06946,-13.7916,23.46953,-12.13463,-15.56723,4.39585,3.80187
8839,growth,1122.HK,1.17698,3.55032,-0.0396,-1.81575,-6.24103,-1.84775,4.07304,8.8183,13.18976,-55.22711,6.11316,-1.54401,-1.90278,-6.0928,-1.98972,-1.90278,0.5991,
8840,growth,,,,,,,,,,,,,,,,,,,
8841,growth,INQ.TO,-17.08502,12.20093,,,,,,-89.08065,49.19124,,,4.29524,6.48705,-39.82963,-14.40493,6.47594,-18.78276,
8842,growth,CTSO,-9.22867,32.85156,,,,,,28.61333,-6.63192,,,37.83372,43.34191,22.19196,10.86731,21.96124,-55.92734,
8843,growth,IKNX,-1.26395,0.26555,,,,,,-153.7187,-683.8856,,,0.09223,-0.96073,2.19205,-3.26733,-0.58272,-1.58886,
8844,growth,ICCC,5.61551,-1.95168,,40.19534,40.19598,,,77.50301,59.86473,,,12.86832,12.55429,23.66778,24.90891,-4.32006,25.46268,56.52615
8845,growth,CPP.L,,-0.49923,,-12.24631,-9.95381,,,-126.5306,-133.4375,,,12.76055,-9.16888,17.48791,15.51077,-34.17887,,
8846,growth,539.SI,-11.26699,-32.12142,,,,,,49.20635,50,,,,,-0.94502,96.61538,,-11.26699,-16.47776
8847,growth,CPI.L,,3.80952,,-1.11163,-0.94099,,,-146.4945,-125.0493,,,-5.48769,-3.39613,-5.8308,-6.11984,-11.14552,,-2.12694
8848,growth,IXX.DE,4.78968,-5.06647,22.05222,-0.59935,,9.53931,-1.22839,984.6208,364.2726,,-9.16712,12.93143,8.72298,8.80088,15.29132,8.7457,1.93858,27.01267
8849,growth,CPX.L,-0.79343,29.73251,,,,,,38.46154,15.79587,,,-13.58227,-4.1943,20.52473,-28.82301,-22.44334,22.19604,
8850,growth,,,,,,,,,,,,,,,,,,,
8851,growth,,,,,,,,,,,,,,,,,,,
8852,growth,CQR.AX,3.72874,,-4.49824,2.56305,0.91084,-34.36799,-19.2115,9.5656,-51.65131,-15.9893,-18.31981,-1.58224,1.82889,6.16302,2.20913,-1.0912,7.48617,9.69349
8853,growth,CYRX,,,,,,,,65.86639,-57.31335,,,,,62.40085,72.93949,,,
8854,growth,CRL.L,18.71329,27.96071,,32.84215,51.42801,70.3315,39.5581,14.75501,71.99219,,21.95535,27.97994,17.87035,6.32554,12.44371,14.43509,22.02411,6.9749
8855,growth,,,,,,,,,,,,,,,,,,,
8856,growth,CSSG.L,5.09872,48.32391,65.09628,25.022,19.01535,101.5224,29.41849,-26.93932,-38.71253,,9.2638,22.04891,18.48995,-3.47033,-5.17987,18.44237,18.38435,-16.20338
8857,growth,CRW.L,6.14825,90.67339,14.55188,12.00672,11.80367,12.23385,11.65855,5.04294,-11.75854,,0.7439,12.72613,10.895,0.03626,-0.51266,10.83388,-0.79243,
8858,growth,,,,,,,,,,,,,,,,,,,
8859,growth,PNC.AX,9.339,19.38323,,22.26384,1.71423,-31.09991,23.28491,-220.1135,-149.8251,33.57884,7.00611,16.19675,23.85432,-16.36252,-18.76388,15.21603,16.36894,87.10019
8860,growth,LCK.AX,6.21078,,,,,,,0,-24.54751,,,46.95214,-4.33675,-79.56279,-67.97205,-29.79895,51.70291,155.8448
8861,growth,CTE.AX,,-47.923,,-24.54874,-24.5485,,,-28.34646,-654.375,,,-7.69015,-3.28247,33.42504,34.61268,-3.15895,,
8862,growth,CRU.L,-2.04213,12.26067,-37.00392,11.04714,84.18292,-55.78259,,-95.04132,-385.5422,-2.77166,,9.74128,7.50747,-7.14231,-3.14192,-7.00989,10.08312,15.67484
8863,growth,CRM.AX,-17.77253,,,,,,,-12.42236,-27.25968,,,-6.91395,-25.07246,-7.74971,-5.22596,-25.07246,-17.77253,
8864,growth,PVCS.L,-33.10598,-45.56208,,,,,,93.12045,-218.8192,,,-78.92555,-60.22413,80.29197,-91.58212,-74.97258,-33.09912,
8865,growth,CRI.PA,-2.64065,20.39934,-10.07113,10.82642,12.92758,-15.37498,6.88671,-38.0741,-41.99561,,1.5117,7.3346,5.53646,4.85674,9.22728,5.09721,-11.62439,26.60947
8866,growth,CVAL.MI,-38.20319,,,,,,,12.45675,77.43363,,,-16.30508,-15.78,-54.12563,-14.64579,-43.98454,-1.75633,
8867,growth,CRB.AX,-14.7946,84.06304,,,,,,-400,-54.78927,,,-21.1399,-29.16461,-56.94724,-45.68995,-34.02328,-8.51989,
8868,growth,WCW.L,-2.54565,-6.75773,-21.0613,8.87324,69.27895,-28.139,-32.0192,191.1111,35.86387,,-35.55012,5.32224,8.04299,3.37712,2.6451,5.48884,-10.36148,12.65258
8869,growth,CSWI,6.87225,-12.95884,,8.97261,,22.63787,13.58359,12.827,4.89041,,4.48978,3.06548,8.60804,8.03737,10.72856,8.70297,1.20392,-6.94934
8870,growth,544.SI,-3.45124,6.43803,0,-2.93882,-3.16585,4.65122,-6.12183,39.7272,10.93824,,-8.1985,12.44257,1.62639,57.67914,20.95596,1.62639,-6.67928,22.39894
8871,growth,C06.SI,-18.12296,28.91635,,-18.20627,3.05492,,,123.3333,81.21951,,,-5.45432,-7.88145,15.64887,1.61759,-17.44083,-8.06698,-7.40356
8872,growth,CSR.AX,1.50128,9.90985,3.42729,5.65689,4.32659,-0.52876,9.62828,-17.5815,-24.58725,,2.27748,0.3468,5.86775,-4.05439,7.66973,5.96005,1.04754,
8873,growth,CSP.MI,-3.09428,-8.84431,,-26.62002,,,,-18.1695,-1899.051,-11.2084,,-3.28084,-2.87072,-2.95122,-8.20979,-2.81322,-2.10242,-0.4602
8874,growth,ISH2.DE,-13.3416,0,,,,,,55.0101,-45.00673,,,-9.94667,-10.24304,2.85787,-8.16094,-12.1859,-20.91058,
8875,growth,,,,,,,,,,,,,,,,,,,
8876,growth,CTAC.AS,10.89781,-6.47973,,10.05891,9.86131,-22.25912,-5.49848,60.04983,-27.42955,24.33697,-5.96258,-1.74987,-0.38986,-0.35503,-1.4651,-1.18589,,12.9084
8877,growth,ITN.DE,,,,,,,,-110.5569,-55.03822,,,312.128,168.674,,46100,166.1797,,
8878,growth,CTH.L,7.86255,31.86177,8.14705,19.14837,19.14837,-20.30287,-5.15022,129.3328,29.49584,-43.48938,-12.72838,38.40603,26.21881,106.3636,112.718,9.14878,32.78545,13.50338
8879,growth,,,,,,,,,,,,,,,,,,,
8880,growth,IS7.DE,-2.04914,12.09058,,-11.64504,0.68459,,,181.228,142.8142,,,4.13246,4.83907,97.95537,25.59523,4.83907,-3.06966,19.89145
8881,growth,CTRG.PA,0.03165,-16.14168,0,-10.95698,-5.94373,-1.69384,-4.27132,4.39758,2.41975,,-3.08361,-6.2413,-5.10928,7.74513,-1.78609,-5.10928,-0.35734,10.48315
8882,growth,SCU.TO,-4.73448,-2.60061,,1.30868,-2.68364,,,-7218.45,-971.9452,,,-3.78078,-0.81907,-17.82125,-2.71311,-13.5145,,44.06753
8883,growth,CVSG.L,33.94026,19.47107,,21.86239,24.97174,0.48679,7.57783,477.4167,80.81438,18.7208,-9.69561,23.06509,23.25532,15.0692,19.55568,19.12657,,27.86513
8884,growth,,,,,,,,,,,,,,,,,,,
8885,growth,,,,,,,,,,,,,,,,,,,
8886,growth,CV1.AX,15.55883,26.18671,,,,,,-3.44828,41.58687,,,19.8374,58.62281,8.64602,0.25978,48.00113,13.17014,
8887,growth,CWD.L,-42.04399,-9.2593,,-19.13141,-18.11473,,,95.33616,96.41529,,,-5.10158,1.40669,-4.07927,-4.51102,-18.45246,,0.77863
8888,growth,,,,,,,,,,,,,,,,,,,
8889,growth,CXO.AX,-5.35858,52.8581,,,,,,-25,-30.09709,,,,,,,,40.79385,
8890,growth,CXZ.AX,,,,,,,,633.3333,434.3373,,,45.19429,,362.6925,839.3525,,,
8891,growth,CXU.AX,-41.40337,-23.07461,,,,,,68.35443,73.37863,,,15.02028,25.27248,-85.7931,-72.42708,9.94607,-35.02552,
8892,growth,,,,,,,,,,,,,,,,,,,
8893,growth,CYL.AX,67.93601,,,,,,,-5.14706,59.82949,,,54.31785,15.24326,488.8266,182.9993,5.99891,83.75297,
8894,growth,IVX.DE,13.25113,42.07377,,-16.84859,-17.12481,,,235.5744,81.3785,,,0.93293,-0.73349,-5.98914,-0.99775,-1.25585,17.49214,
8895,growth,CYAN.L,-10.11978,51.13189,,,,,,57.22047,64.03234,,,154.1432,100.4419,-24.55357,97.82964,29.2353,25.76181,
8896,growth,SDSD.OL,-14.90923,,,,,,,-201.1111,635.8491,,,229.8911,,-174.8264,1099.856,,16.51195,
8897,growth,,,,,,,,,,,,,,,,,,,
8898,growth,,,,,,,,,,,,,,,,,,,
8899,growth,SBX.OL,,21.54241,,,,,,-54.91867,12.87699,,,-14.44444,-18.97736,12.27761,127.0308,-89.84512,,-44.98381
8900,growth,CZN.AX,-15.2918,,,,,,,-16.66667,-15.33742,,,-58.59064,-71.31391,2328.125,883.0579,-77.60909,8.43713,
8901,growth,CZR.AX,-14.38327,13.49467,,,,,,-80,-16.52174,,,-73.56902,-44.67818,1661.224,564.8855,-50.63538,-5.7203,
8902,growth,DTG.L,25.54243,29.34521,36.61968,28.36311,27.09818,16.1294,31.00909,2.28912,-27.68074,30.37154,6.79038,30.77337,22.91716,16.38111,18.0394,22.67829,26.71679,162.0237
8903,growth,DNORD.CO,-4.94543,5.73233,,,,,,64.09255,-27.50419,,,27.34573,4.85997,5.40958,5.40679,5.26464,-5.49132,22.41525
8904,growth,DANT.CO,3.84444,,11.86888,-26.11007,-31.24064,66.54342,43.70951,186.5974,430.7206,,61.59448,-16.49469,-11.04974,-4.85857,15.41362,-11.06779,3.86551,-44.81884
8905,growth,DNK.AX,6.78382,,,,,,,73.82883,56.2782,,,-9.4454,,-66.01548,-52.77794,,25.49872,
8906,growth,IMDA.PA,7.11918,122.0643,-16.88947,9.3692,10.65027,2.01342,18.74425,63.46324,43.88133,,7.65779,9.51248,12.88404,28.59604,40.57019,10.48475,9.44512,16.53784
8907,growth,ISR.DE,10.68098,8.18989,23.31058,11.9974,12.16092,8.72969,11.66916,-5.11937,-6.07606,18.35371,2.79279,6.11049,8.47334,-3.3983,-1.78189,8.4852,23.17938,0.31304
8908,growth,SCD.CO,-30.3472,,-8.28678,,,,,102.5393,99.7305,,,-50.77734,,105.262,113.1506,,-31.67665,
8909,growth,DLT.PA,4.40634,10.25473,,12.24774,15.87611,,10.66487,-126.2288,-41.92173,,3.41469,5.42674,8.65723,-2.19741,2.87721,7.1586,-2.28478,16.443
8910,growth,,,,,,,,,,,,,,,,,,,
8911,growth,RDT.L,-44.08009,-25.34754,,,,,,-23.69942,39.57565,,,21.64815,27.51359,-11.75022,-3.57026,-5.88339,,51.32455
8912,growth,I7N.DE,,5.31648,,,,,,51.55622,-1318.657,,,-4.28046,-20.52108,246.2135,10.66763,-24.92662,,
8913,growth,,,,,,,,,,,,,,,,,,,
8914,growth,IVU.DE,9.4381,-3.75379,,18.62319,19.15602,,19.37102,167.859,71.78779,18.65371,5.21679,14.10843,13.45281,52.66373,14.12504,13.45281,13.65765,88.26432
8915,growth,DTR.AX,-47.28495,18.49489,,,,,,84.61538,84.15842,,,42.75823,53.38896,-73.264,-81.14085,-23.69531,23.98854,78.78623
8916,growth,,,,,,,,,,,,,,,,,,,
