,metricType,symbol,metric.assetTurnoverAnnual,metric.assetTurnoverTTM,metric.inventoryTurnoverAnnual,metric.inventoryTurnoverTTM,metric.netIncomeEmployeeAnnual,metric.netIncomeEmployeeTTM,metric.receivablesTurnoverAnnual,metric.receivablesTurnoverTTM,metric.revenueEmployeeAnnual,metric.revenueEmployeeTTM,metric.roaRfy,metric.roaa5Y,metric.roae5Y,metric.roaeTTM,metric.roeRfy,metric.roeTTM,metric.roi5Y,metric.roiAnnual,metric.roiTTM
1443,management,COIC.ST,0.92442,0.92442,8.76582,8.76582,,,7.95257,7.63567,,,14.74845,14.94948,33.72968,29.69473,29.69473,14.74845,18.91016,18.50144,18.50144
1446,management,CDD.AX,1.52044,1.45478,15.78199,562.6161,,,5.19934,4.73434,,,-5.1274,-7.58675,-13.41568,-26.76471,-8.79331,-13.51448,-9.87183,-6.94732,-18.02959
1447,management,CDA.PA,0.48735,0.48735,11.05724,11.05724,11243.62,11292.34,36.54539,12.72128,153543.9,154209.3,3.56872,3.10244,6.06259,7.36306,7.36306,3.56872,4.19955,4.96278,4.96278
1448,management,CAMB.L,2.81554,2.81554,5.75589,5.75589,8902.505,9250,77.88952,55.9977,588351.5,611316.9,4.26027,4.26217,18.15087,16.28876,16.28876,4.26027,13.11873,11.32007,11.32007
1449,management,CAI.VI,0.04998,0.04998,,,988201,950009.7,4.0526,3.28776,705997.5,678712.6,6.99568,5.78927,11.3126,14.02695,14.02695,6.99568,6.41446,7.66459,7.66459
1451,management,BWL-A,0.85234,0.81122,16.25569,15.32212,12196.68,12857.44,77.06685,96.01785,97674.52,95754.76,10.64318,8.1092,9.69609,13.69211,12.59887,10.89269,9.00411,11.92561,12.47919
1454,management,BPT.AX,0.52003,0.47231,12.45384,10.82833,,,7.28634,7.13075,,,14.4493,0.47855,0.77901,24.14294,27.40955,13.74372,0.5387,16.7462,16.04313
1455,management,BOS.TO,1.36098,1.36098,6.84006,6.84006,,,5.34068,5.34068,,,4.23856,5.13422,10.35793,8.25905,8.25905,4.23856,6.33153,5.28306,5.28306
1456,management,BOL.AX,0.8861,0.88975,,0.42871,,,5.03459,5.39128,,,-2.58461,-7.18679,-11.06078,-8.35026,-3.81994,-5.41377,-8.81355,-3.05467,-7.02231
1457,management,BMAX.ST,1.21168,1.21168,4.37789,4.37778,,,37.61511,38.04903,,,3.25569,6.03976,15.85429,9.96066,9.96066,3.25569,11.05899,5.95261,5.95261
1458,management,BLY.AX,1.16482,1.16482,3.6915,3.6915,,,6.38592,6.38592,,,-7.094,-19.81132,,,,-7.094,-28.15134,-9.04718,-9.04718
1459,management,BKW.AX,0.30787,0.29296,2.74826,2.52642,133262.3,76596.09,7.53711,8.31568,621790.2,623633.9,6.59822,5.35464,7.41607,5.26197,9.29093,3.59817,5.72757,7.12269,3.97803
1461,management,BKL.AX,1.2754,1.13127,2.13025,2.03456,38164.29,27001.43,4.29308,4.62754,435358.6,423436.4,11.18042,16.54857,39.29657,17.57047,26.72334,7.21383,26.29197,16.96406,10.35083
1462,management,BFG.AX,0.27228,0.27227,,,48786.46,47710.29,1.82581,1.82577,379616.5,371235.3,3.4992,3.09306,11.30578,15.64902,15.64902,3.4992,11.33564,14.5578,14.5578
1464,management,BEIA-B.ST,1.11587,1.11587,3.23739,3.23739,,,6.21772,5.82887,,,10.40128,11.69449,19.60643,18.54881,18.54881,10.40128,16.89619,15.11264,15.11264
1467,management,BATS.L,0.18011,0.18011,0.732,0.732,,,6.73792,6.73792,,,4.02579,11.15947,27.84033,8.71925,8.71925,4.02579,13.17648,4.59608,4.59608
1469,management,AZTECACPO.MX,0.51889,0.51889,3.63881,3.63821,,,2.6793,2.6793,,,-2.32681,-2.07734,-9.11481,-16.7734,-16.7734,-2.32681,-2.88435,-3.36744,-3.36744
1470,management,AZM.MI,0.13965,0.13965,,,,,,,,,5.05807,3.23319,34.96294,55.13654,55.13654,5.05807,3.32102,5.15535,5.15535
1473,management,AWDR.OL,0.14467,0.14467,5.07792,5.07771,,,3.94415,3.65883,,,-11.60462,4.95247,7.37468,-11.94047,-11.94125,-11.60424,5.77712,-11.93078,-11.93039
1474,management,AVV.L,0.31875,0.34584,227.2941,253.2762,9064.092,12549.77,2.65305,3.01161,205577.9,179043.6,1.40541,3.5921,4.84457,3.01871,1.74263,2.42409,4.44719,1.62782,2.79235
1479,management,ATRS.VI,0.07466,0.07466,,,236819.1,244713,16.18632,16.18632,680370.3,703049.3,2.59865,1.83646,3.09617,4.74428,4.74428,2.59865,1.92299,2.76223,2.76223
1480,management,ATO.PA,0.57616,0.57616,24.48101,24.48101,3471.18,3703.481,4.11798,4.11798,108713.6,115989,1.83965,3.64703,10.64983,6.28185,6.28185,1.83965,6.24273,2.9968,2.9968
1483,management,ATC.V,0,0,,,,,,,,,-0.88,-2.00051,-2.28605,-1.01931,-1.01932,-0.87999,-2.01124,-0.88345,-0.88344
1484,management,ATA.PA,0.74234,0.56241,19.5,16.66667,,55000,5.97101,3.36066,,1025000,9.72973,15.95308,,4.31034,15,3.01783,47.63573,14.21053,4.3222
1486,management,AST.MI,0.59475,0.60829,7.47726,0.05617,-8883.869,-9997.235,1.29514,1.98803,262562.5,271456.3,-2.01236,1.09069,7.81737,-18.56288,-16.70762,-2.24021,2.50944,-4.3676,-4.40642
1487,management,ASSA-B.ST,0.83723,0.83724,5.00168,5.00168,205393.2,204053.7,6.2277,6.22777,1931871,1919293,8.90133,7.33903,14.93818,18.00005,18.00005,8.90133,9.71639,11.86989,11.86989
1488,management,ASPU,0.80255,0.86377,,,-34555.75,-28467.33,3.89771,3.86176,126724.1,194810.5,-21.88439,-27.83363,-41.08059,-19.15818,-30.8272,-12.6221,-34.83256,-25.89322,-15.58042
1489,management,ASH.L,1.00739,1.00739,5.22458,5.22458,,,1.99916,1.99916,,,-24.89122,-21.1797,-52.39776,-65.52491,-65.52491,-24.89122,-45.02788,-63.2732,-63.2732
1490,management,ASETEK.OL,1.03,1.03,13.86546,13.86546,-68011.09,-67309.95,3.91611,3.65824,5884259,5823597,-1.19049,7.64195,10.88328,-1.61096,-1.61096,-1.19049,10.62082,-1.54336,-1.54336
1494,management,ARE.TO,1.14444,1.14444,135.5012,135.5012,,,3.43601,3.43601,,,2.40943,2.34048,7.23101,8.65722,8.65722,2.40943,4.10912,4.25347,4.25347
1495,management,APS.TO,0,0,,,-1394069,-1191704,,,,0,-44.78551,-79.50128,-88.48943,-48.65796,-48.65796,-44.78551,-88.06474,-48.20672,-48.20672
1502,management,AMX.V,0,0,,,,,,,,,-25.60209,-18.07101,-20.61127,-29.50749,-29.50741,-25.60215,-20.61127,-29.50741,-29.50749
1503,management,KKL.AX,0.00236,0.00236,,,,,0.08578,0.08571,,,-78.48776,-33.94389,-72.99947,-163.4714,-163.4714,-78.48776,-62.60734,-116.761,-116.761
1505,management,AMS.SW,0.47026,0.47026,4.46961,4.46961,,,11.67683,11.67683,,,7.47862,6.01935,15.96786,20.09874,20.09881,7.4786,8.22978,9.57082,9.57079
1506,management,AML.L,0.47476,0.47476,3.51202,3.51202,-41910.88,-42612.25,4.80742,4.05984,400361.3,407061.2,-4.96989,-4.41203,-28.56163,-28.87755,-28.87755,-4.96989,-6.51746,-8.25786,-8.25786
1510,management,ALY.V,0.89195,0.70959,,,,,5.91231,5.76855,,,-42.4335,-78.37629,-125.8004,-43.60504,-47.67121,-39.07376,-125.8004,-47.67121,-43.60504
1511,management,ALU.AX,0.67492,0.71321,,,,110399.8,4.18945,4.55019,,394461.6,20.66468,24.09627,36.78738,29.28527,31.37337,19.96086,32.96113,28.14535,26.04107
1512,management,ALT.PA,0.67794,,206.7836,,,,5.77799,,,,3.05557,3.98958,10.49676,,8.09179,,6.02732,3.84706,
1513,management,ALPHA.AT,,,,,8892.603,,,,224774.4,,0.15607,-0.30154,-2.22793,1.17156,1.17155,0.15607,,,
1516,management,ALMDG.PA,0.55896,0.56275,1.09975,1.1232,60565.22,63953.27,5.20235,5.27098,294850.3,299140.2,11.48151,9.85474,12.95811,15.21358,15.10079,12.03096,11.04268,12.92294,13.27926
1518,management,ALFAA.MX,0.95203,0.95203,5.60867,5.60863,103716,105597.6,8.3245,12.29349,3997042,4069277,2.47034,2.20086,6.67953,8.00104,8.00121,2.47051,3.29287,3.80322,3.80349
1520,management,AJL.AX,0.53835,0.52886,5.29524,6.94287,-71915.97,-67163.38,5.14479,5.98961,401798.3,407766.2,-9.63572,-10.96331,-26.37445,-18.36174,-20.81799,-8.71082,-14.51446,-13.93376,-11.56498
1525,management,AGS.BR,0.10936,0.12381,,,89532.53,103633.4,,,1006898,1184722,0.97246,0.71317,5.43877,9.97092,8.50686,1.08306,,,
1527,management,AGO.V,0,0,,,,,,,,,-314.8442,-384.5276,,,,-209.3055,,,
1528,management,AGN.AS,0.16181,0.16181,,,60755.47,64317.89,,,2683459,2840805,0.36636,0.22759,3.27492,6.0168,6.0168,0.36636,,,
1531,management,AGI.AX,0.47361,0.45838,1.29171,1.15122,,,1.7598,1.93876,,,2.20188,9.61086,12.59509,-1.38108,2.82128,-1.10949,10.88742,2.44184,-1.2219
1533,management,AFT,,,,,,,,,,,,,,,,,,,
1534,management,AF-B.ST,1.05324,1.05319,,,,,4.05283,4.05263,,,4.36368,6.31004,14.41681,11.09536,11.08187,4.369,9.0896,6.12557,6.13304
1540,management,ADP.PA,0.28606,0.28606,7.66667,7.66667,23794.44,22280.07,7.24749,7.24749,192154.4,179925,3.5423,4.11129,11.08251,10.78729,10.78729,3.5423,4.95629,4.59317,4.59317
1544,management,ABR.V,0,0,,,,,,,,,-28.90084,-65.34588,-79.90221,-42.97841,-35.43743,-33.81305,-79.90221,-35.43743,-42.97841
1546,management,ABF.L,1.15285,1.15285,5.14111,,6513.734,6488.193,14.53076,11.0195,115037.2,114586.1,6.52776,7.4207,11.39703,9.40899,9.40899,6.52776,10.01458,8.55247,8.55247
1548,management,ABC.L,0.60337,0.52557,2.33841,2.27654,40088.69,37748.92,9.59041,8.4644,230510,236710,10.49333,13.03717,15.4817,11.51763,12.27427,8.38139,14.47379,11.78311,10.19525
1549,management,ABC.AX,0.71771,0.71771,7.63872,7.63872,,,7.53087,6.84825,,,2.23073,8.30507,13.32938,3.88023,3.88023,2.23073,9.17882,2.44902,2.44902
1551,management,AAV.TO,0.13787,0.13787,,,-747090.9,-725117.6,9.16874,9.16874,7498364,7277824,-1.37362,1.07419,1.41032,-1.86188,-1.86188,-1.37362,1.11219,-1.4144,-1.4144
1552,management,AAD.DE,2.5482,2.48838,,,9249.91,10023.18,9.529,9.25572,73697.1,79717.25,31.98311,29.29947,44.30496,59.02793,50.0651,31.28742,45.29549,51.37919,50.86087
1553,management,A2A.MI,0.6956,0.6956,27.79515,27.81671,,,3.92073,3.92073,,,3.72305,2.47848,9.60263,12.0797,12.0797,3.72305,3.46505,5.2438,5.2438
1558,management,REMO,0,0,,,,,,,,,-168.8245,,,-551.2482,-268.5637,-234.9187,,-268.5637,-551.2482
1562,management,0104.HK,1.26893,1.18861,3.71604,4.57584,466635.8,430194.6,23.64945,22.28258,6188874,6747134,9.5676,2.59871,4.43041,12.94605,13.73702,7.57851,3.94093,12.89155,10.82522
1563,management,ZZ-B.ST,2.62019,2.62018,8.48459,8.4845,,,59.18703,59.18694,,,4.16597,3.44894,8.72611,23.52435,23.52214,4.16634,8.33288,13.52433,13.52553
1564,management,ZEU.AX,0.01488,0.0126,,,,,,,,,-10.64397,-26.66231,-27.82673,-11.65297,-11.0609,-11.42478,-27.82673,-11.0609,-11.65297
1569,management,YPB.AX,0.10957,0.10957,0.59259,0.59259,,,2.06267,2.06267,,,-60.40341,-73.28697,-110.45,-88.83929,-88.83929,-60.40341,-96.23505,-87.47873,-87.47873
1570,management,YOW.AX,0.4845,0.51039,2.15196,1.934,,,7.21065,11.54716,,,-16.8129,-18.60933,-20.38178,-30.91812,-19.01429,-27.27511,-20.38178,-19.01429,-30.91812
1572,management,XIL.PA,0.26139,0.12955,24.13333,31.57143,34279.07,28951.39,1.92013,1.26354,142491.7,94590.28,6.28817,5.6068,17.52475,8.73034,15.01368,3.96513,11.2091,10.2635,5.85657
1575,management,BA,0.67588,0.67588,1.0359,1.0359,-4049.666,-3947.858,6.47145,6.47145,540070.1,526492.9,-0.50681,5.16137,296.598,,,-0.50681,13.79176,-1.77421,-1.77421
1576,management,IBM,0.55991,0.55992,24.63435,24.63435,27249.71,27172.43,9.8114,10.08339,219417,218797.5,6.95364,9.29278,68.24982,50.9087,50.91402,6.95364,13.33972,9.61166,9.61166
1578,management,BAX,0.67007,0.67007,3.94036,3.95482,16340,16340,6.08244,6.08244,227240,227240,4.81821,9.52412,20.6745,10.26326,10.26326,4.81821,11.98993,5.87411,5.87411
1580,management,BIDU,0.35871,0.35871,47.43396,,-8053.296,-8531.646,12.84691,15.99479,378072,400528.8,-0.76409,7.65358,16.51121,1.21288,1.21288,-0.76409,10.50998,-0.98924,-0.98924
1581,management,BRK-A,0.33381,0.33381,10.19594,10.19594,209588.7,208919.5,16.74059,16.54371,652443.3,650360.1,10.72314,4.66407,9.57393,21.05175,21.05175,10.72314,5.11798,11.75717,11.75424
1582,management,BBY,3.06318,3.06318,6.34792,6.34792,12328,12328,40.33087,40.33087,349104,349104,10.81707,9.19948,31.24197,45.42373,45.42373,10.81707,20.11131,23.85634,23.85634
1583,management,BX,0.2386,0.2386,,,1400713,1330798,9.10844,9.10844,2658794,2526083,12.57017,10.19903,21.8183,30.61738,30.61738,12.57017,17.66866,22.32098,22.32098
1584,management,BSX,0.41638,0.41638,2.29435,2.31767,138235.3,130555.6,6.24854,6.24854,315735.3,298194.4,18.22977,7.37324,18.93578,41.5874,41.5874,18.22977,9.30655,22.68449,22.68449
1585,management,BIIB,0.54749,0.54749,2.25523,2.25523,785250,806473,5.8021,5.8021,1891829,1942960,22.72481,19.27847,35.9637,44.63893,44.63893,22.72481,22.52821,26.89679,26.89679
1586,management,BMY,0.31704,0.31704,2.84402,2.82762,129831.1,115333.3,4.70572,4.70572,981050.7,871500,4.19572,8.55825,20.50537,10.48012,10.48012,4.19572,11.21313,5.09663,5.09663
1587,management,BBBY,1.76747,1.46117,2.96266,2.76989,-2161.008,-12938.63,,,189429.9,183220,-2.01632,8.28634,19.64634,-33.76611,-5.03671,-10.31846,11.78334,-2.92962,-15.77314
1588,management,USB,,,,,97157.73,,,,320077.8,,1.44287,1.39301,13.85592,14.48182,14.48182,1.44287,,,
1590,management,BLK,0.0886,0.0886,,,291061.1,279382.7,4.98252,4.98252,934983.9,897469.1,2.75812,1.86117,12.5278,13.57989,13.57989,2.75812,1.89622,2.84326,2.84326
1591,management,YUM,1.19581,1.19581,,,38058.82,38058.82,9.77642,9.77642,164617.6,164617.6,27.64662,21.81757,,,,27.64662,31.71143,39.69934,39.69934
1592,management,BTU,0.66207,0.66207,11.56318,11.56318,-26900,-28545.46,11.85639,11.85639,660485.7,700515.1,-2.69645,-2.05202,-13.32502,-7.14214,-7.13882,-2.69788,-2.74871,-3.18666,-3.18836
1593,management,MNST,0.86819,0.86819,5.26986,5.41678,,,8.19758,8.19758,,,22.89567,18.70362,22.85013,28.47106,28.47106,22.89567,21.0847,26.33,26.33
1594,management,BK,,,,,89608.83,,,,330230.7,,1.20019,1.01822,9.7348,11.33841,11.33841,1.20019,,,
1595,management,FITB,,,,,134670,,,,446737.8,,1.59271,1.36212,12.36421,13.95552,13.96134,1.59207,,,
1596,management,ZBH,0.32737,0.32737,0.98718,0.98714,58174.81,56859.3,6.04781,6.04781,410395.9,401115.6,4.64058,1.44658,3.37287,9.56575,9.56575,4.64058,1.60173,5.27589,5.27589
1599,management,BEN,0.3994,0.39898,,,124922.3,134750,6.84629,7.25089,598393.8,601635.4,8.33803,10.73867,14.59258,12.68573,11.96423,8.93605,12.55334,10.73861,11.53928
1600,management,GNCA,0,0,,,-649166.7,-660169.5,,,,0,-93.04159,-76.39754,-131.2508,-251.4931,-251.4931,-93.04159,-92.41994,-116.7689,-116.7689
1601,management,LB,,1.41806,,6.47022,,,,38.38039,,,,,,,,-4.01867,,,-5.28558
1602,management,BDSI,0.76441,0.76441,2.58284,2.58284,-89502.92,-85983.15,4.25011,4.25011,651397.7,625780.9,-10.50309,-30.53336,-140.5134,-30.7632,-30.7632,-10.50309,-42.44332,-14.17747,-14.17747
1605,management,BPT,44.88726,44.88726,,,,,,,,,4392.484,7947.03,10502.08,6027.924,6027.924,4392.484,10502.13,6027.924,6027.924
1608,management,HRB,0.96101,1.05055,,,153536.5,137891.9,21.66229,4.00822,1067200,1020262,13.82591,13.74502,72.83538,,94.99528,14.19858,21.73111,19.05147,20.87247
1613,management,TAP,0.35881,0.35881,10.56256,10.56256,13889.99,13909.6,14.50027,14.50027,596863.2,597706.2,0.83501,3.56256,7.81092,1.79524,1.79524,0.83501,4.0889,0.97522,0.97522
1614,management,CNBKA,,,,,98386.62,,,,282993.8,,0.74508,0.67291,12.06829,12.54305,12.54273,0.7451,,,
1615,management,CBRL,1.97643,1.67631,5.98357,6.06066,3060.288,3011.37,145.4075,165.3759,42081.52,42765.54,14.37319,13.04918,36.10433,34.93391,37.65743,11.80384,17.44724,19.00083,15.16223
1616,management,BITA,0.19891,0.19891,,,,,2.79902,2.79902,,,-2.18836,-2.22561,-8.74811,-7.87063,-7.87063,-2.18836,-5.19162,-5.11341,-5.11341
1619,management,MTB,,,,,115479.9,,,,370653,,1.60782,1.30405,10.11986,12.89066,12.89066,1.60782,,,
1620,management,BXP,0.14254,0.14254,,,857893.4,857893.4,29.68934,29.68934,3895476,3895476,3.13903,3.38433,9.32756,9.15191,9.15187,3.13903,3.99432,3.67204,3.67204
1622,management,BMRN,0.37381,0.37381,0.5936,0.5936,-8153.163,-7946.685,4.73322,4.73322,582580.5,567826.8,-0.52314,-4.79412,-7.36921,-0.78314,-0.78314,-0.52314,-5.55973,-0.62255,-0.62255
1625,management,HBAN,,,,,89995.85,,,,297668.8,,1.29579,1.11781,11.42135,13.04963,13.04963,1.29579,,,
1628,management,SWK,0.72203,0.72203,4.14679,4.14635,16125.79,16306.07,11.52288,9.43195,240292.8,242979.2,4.84544,5.59473,14.42642,12.98421,12.98421,4.84544,7.01635,6.13657,6.13657
1629,management,PDLI,0.06519,0.06519,1.82642,1.82642,-785455.6,-942546.7,2.82894,2.82894,608411.1,730093.3,-8.41632,6.98413,10.38418,-10.64431,-10.64431,-8.41632,7.77066,-8.9391,-8.9391
1630,management,DSU,,,,,,,,,,,,,,,,,,,
1632,management,B,0.5376,0.5376,3.78649,3.78649,27168.22,27543.92,3.89573,3.89573,255832.2,259370.2,5.70908,6.30492,12.48153,12.80328,12.80328,5.70908,7.24746,6.53452,6.53452
1633,management,BGCP,0.57267,0.57267,,,17181.03,16335.19,1.49876,1.49876,425613.1,404659.8,2.31173,2.56647,5.78629,7.66154,7.66154,2.31173,4.88742,4.89194,5.00603
1634,management,BWA,1.02721,1.02721,10.16123,10.16123,27762.71,28241.38,5.91489,5.18987,344678,350620.7,8.27386,8.2559,18.92251,17.19756,17.19756,8.27386,11.1749,11.05853,11.05853
1635,management,BLL,0.67665,0.67665,7.23379,7.23379,30000,29344.26,9.30576,9.30576,641005.6,626994.6,3.16683,2.80536,14.74775,17.66818,17.66818,3.16683,3.70983,4.46236,4.46236
1636,management,TOL,0.68562,0.69749,0.75089,0.72752,118001.4,104869.2,14.47194,11.8994,1444793,1410238,5.59972,5.35463,11.63368,11.28922,12.00175,5.18675,6.37947,6.72549,6.22055
1637,management,SAM,1.47567,1.47567,7.21163,7.21163,55102.7,47528.66,28.25195,28.25195,680917.4,587323.3,11.94173,13.70173,18.88211,16.75216,16.75216,11.94173,16.62516,14.52398,14.52398
1639,management,EGLE,0.31638,0.31638,10.64033,10.64033,-23008.61,-22276.3,14.704,14.704,310050.5,300182.4,-2.3478,-10.39618,-17.46174,-4.51502,-4.51502,-2.3478,-11.01326,-2.57825,-2.57825
1640,management,BOX,0.86484,0.86484,,,-71707.9,-70551.32,3.62106,3.62106,345883.8,340305,-17.92974,-23.89165,-172.6478,-536.989,-536.989,-17.92974,-61.01294,-50.69129,-50.69129
1641,management,BC,1.04594,1.04594,3.70322,3.69972,2106.284,2369.816,12.01989,12.01989,284653.2,320268.2,0.77394,5.52989,13.72756,2.10855,2.10855,0.77394,7.80812,1.07517,1.07517
1642,management,PBI,0.56204,0.56204,29.4513,29.4513,3304.444,3649.909,8.60127,8.60127,263796.3,291375,0.70404,2.75358,147.5455,20.71574,20.71574,0.70404,4.29103,1.01057,1.01057
1644,management,CBB,0.57084,0.57084,17.22503,17.22503,-15310.34,-15136.36,4.72467,4.72467,353264.4,349250,-2.474,2.99632,,,,-2.474,3.66843,-3.08419,-3.08419
1645,management,BKE,1.29051,1.29051,4.24252,4.24252,,,176.0888,176.0888,,,14.96984,18.33049,26.78744,26.67322,26.67322,14.96984,22.50063,18.44493,18.44493
1646,management,BGS,0.52834,0.52834,2.92439,2.92439,27696.09,26626.08,11.23362,11.23362,595771.1,572754.1,2.45614,3.48052,14.16044,9.01429,9.01429,2.45614,3.72341,2.6571,2.6571
1647,management,BCEI,0.27623,0.27623,6.65173,6.65173,498639.4,536536,3.88548,3.88548,2328773,2505760,5.91458,-12.07699,-27.16984,7.44939,7.44939,5.91458,-16.37565,6.49988,6.49988
1649,management,PACB,0.57117,0.57117,3.61109,3.61109,-209028.6,-208252.5,7.61837,7.61837,225816.2,224977.7,-52.87124,-53.49553,-93.1409,-99.57983,-99.57983,-52.87124,-69.76217,-69.46822,-69.46822
1651,management,BKCC,0.10645,0.10645,,,,,11.69891,11.69891,,,-0.93844,-0.88016,-1.35279,-1.49285,-1.49285,-0.93844,-0.90915,-0.96819,-0.96819
1654,management,BBD-B.TO,0.63116,0.63116,3.14565,3.14565,-68172.41,-71715.22,3.80053,3.69839,668445.9,703184.1,-6.43701,-6.67542,,,,-6.43701,-15.5217,-16.98911,-16.98911
1655,management,TUP,1.39849,1.39849,2.42911,2.42911,1064.378,1097.345,14.07909,14.07909,154326.2,159106.2,0.96453,9.9731,,,,0.96453,17.97476,2.20798,2.20798
1656,management,SB,0.18053,0.18053,2.0464,12.27738,17859.69,16846.64,14.9248,14.9248,220223.8,207732.1,1.46409,-2.52372,-7.74088,0.92513,0.92513,1.46409,-2.65221,1.5651,1.5651
1658,management,BG,2.18006,2.18006,7.13539,7.44303,-47345.45,-54250,24.61999,24.61999,1496000,1714167,-6.89948,0.70535,1.40034,-24.90192,-24.90192,-6.89948,1.1681,-11.40505,-11.40505
1659,management,DNKN,0.37151,0.37151,,,217941.5,217256.7,18.03144,18.03144,1233883,1230006,6.56193,5.90264,,,,6.56193,6.82374,7.73907,7.73907
1661,management,BPOP,,,,,78799.46,,,,289019.3,,1.34604,1.29367,10.42997,11.75899,11.75899,1.34604,,,
1662,management,BLCM,0.06009,0.06009,,,-803407.1,-1051187,11.78713,11.78713,51021.43,66757.01,-94.61748,-59.54423,-86.71718,-532.2969,-532.2969,-94.61748,-69.32613,-176.3944,-176.3944
1665,management,PBYI,1.10221,1.10221,12.70578,12.70578,-279464,-281022.3,11.54402,11.54402,1006507,1012119,-30.60359,-89.27611,-174.5978,-292.0474,-292.0474,-30.60359,-116.7981,-44.98698,-44.98698
1670,management,EBS,0.48544,0.4854,2.02428,2.02382,30799.66,29770.99,4.14854,4.14816,625035.3,602998.9,2.39208,5.03781,8.74016,5.20149,5.19196,2.39647,5.56774,2.63285,2.63768
1673,management,BLUE,0.0225,0.0225,,,-851788.6,-724411,213.241,213.241,48192.02,40985.32,-39.77606,-29.93763,-36.24856,-49.81655,-49.81655,-39.77606,-32.05976,-43.86398,-43.86398
1674,management,BDL,1.7086,1.37892,14.46999,12.96584,,,172.9196,87.90933,,,7.98118,8.59185,11.18793,9.23065,10.06339,6.18756,12.37544,11.16597,8.37363
1675,management,STL,,,,,240857.9,,,,592097,,1.37822,1.13555,8.19292,9.65357,9.65357,1.37822,,,
1677,management,ICON,0.24982,0.22651,,,-695116.8,-671270.5,3.44074,3.64165,1369993,1217312,-12.6756,-9.558,-45.22771,,,-12.49058,-11.17909,-16.40835,-16.89839
1678,management,FIBK,,,,,75369.56,,,,268540.5,,1.29543,1.14313,9.63706,9.7632,9.7632,1.29543,,,
1679,management,EWBC,,,,,207395.4,,,,516058.5,,1.58153,1.50869,14.6234,14.278,14.278,1.58153,,,
1680,management,EAT,2.46995,1.75264,103.1955,105.239,2702.726,2480.987,59.22933,35.98595,56146.57,59285.45,11.88959,11.89621,,,,7.33447,17.21444,17.70589,10.10116
1681,management,CFR,,,,,98260.94,,,,303003,,1.33775,1.20166,11.8193,12.35332,12.35334,1.33775,,,
1684,management,BCRX,0.30321,0.30321,4.97392,4.97392,-907475,-777835.7,3.69416,3.69416,406958.3,348821.4,-67.61206,-53.95192,-156.3628,-248.9444,-248.9444,-67.61206,-104.6007,-135.8572,-135.8572
1685,management,BCPC,0.60243,0.60243,5.7233,5.7233,62267.29,55948.73,6.6709,6.6709,503091.1,452040,7.45621,7.05101,11.78506,11.10177,11.10177,7.45621,7.81318,8.11842,8.11842
1688,management,SYN,0,0,,,-1281667,-1398182,,,,0,-64.92739,-79.10116,-342.0766,-384.2017,-384.2256,-64.92739,-129.7358,-69.11738,-69.11738
1689,management,SBGI,0.35419,0.35419,,,10096.15,8898.305,4.90004,4.90004,407692.3,359322,0.87712,3.30794,20.89699,2.99283,2.99283,0.87712,3.69421,0.99981,0.99981
1690,management,BRKR,0.84594,0.84594,1.98252,1.98252,28085.11,27385.89,5.76202,5.76202,293985.8,286666.7,8.08147,7.92861,20.14028,21.8698,21.8698,8.08147,11.17924,11.02235,11.02235
1691,management,BOKF,,,,,96100.77,,,,346880.8,,1.24871,1.06792,9.69898,10.71353,10.71353,1.24871,,,
1692,management,BKD,0.59394,0.59394,,,-6580.686,-6991.979,30.33133,30.33133,99438.43,105653.3,-3.93058,-5.54286,-26.34381,-31.24088,-31.24088,-3.93058,-6.18796,-4.53553,-4.53553
1693,management,BIO,0.33945,0.33945,1.84609,1.84609,214734.4,216585.6,5.88871,5.88871,282253.8,284687.1,25.82503,9.80403,14.16826,35.98169,35.98169,25.82503,11.01532,28.68113,28.68113
1694,management,WRB,0.30665,0.30665,,,91558.13,91283.2,,,1057787,1054610,2.65422,2.49114,11.36206,11.84674,11.84672,2.65422,,,
1695,management,VLY,,,,,97327.37,,,,349534.4,,0.89408,0.79202,7.56437,8.12288,8.12288,0.89408,,,
1696,management,VIVO,0.69693,0.66993,2.02644,1.95387,39167.87,28943.94,5.91705,5.8697,322914.1,298416.7,8.45342,11.43232,15.91125,10.16295,13.3095,6.49778,12.50879,9.17016,7.17562
1697,management,ONB,,,,,85058.38,,,,286945.2,,1.18687,0.96826,7.52618,8.59636,8.59636,1.18687,,,
1699,management,EXE.TO,1.2682,1.2682,,,,,25.07754,22.42551,,,1.91034,2.13356,17.00983,14.12647,14.12647,1.91034,3.11689,2.65948,2.65948
1700,management,COKE,1.57297,1.57297,14.47864,14.47864,1280,1254.054,9.38623,9.38623,332865.4,326118.2,0.60487,1.25898,8.51084,3.22631,3.22631,0.60487,1.63205,0.78781,0.78781
1704,management,BJRI,1.31446,1.31446,67.75409,67.75409,2033.169,2010.578,67.53205,43.51059,52200,51620,5.11976,5.98164,14.60694,15.09171,15.09171,5.11976,7.29041,6.20406,6.20406
1706,management,BCOR,0.67245,0.67245,,,78995.9,69779.71,44.8898,44.8898,1177925,1040500,4.50972,1.75809,3.46229,7.69685,7.69685,4.50972,1.93174,4.89175,4.89175
1708,management,TCBI,,,,,191101.5,,,,634601.9,,1.06196,0.96337,11.18153,12.44338,12.44338,1.06196,,,
